class,desc,feature_specific,index,level,name,parent,prerequisites,reference,subclass,url
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn.]",,monk-extra-attack,5,Extra Attack,,[],,,/api/features/monk-extra-attack
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Starting at 5th level, you can interfere with the flow of ki in an opponent's body. When you hit another creature with a melee weapon attack, you can spend 1 ki point to attempt a stunning strike. The target must succeed on a Constitution saving throw or be stunned until the end of your next turn.]",,stunning-strike,5,Stunning Strike,,[],,,/api/features/stunning-strike
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Starting at 6th level, your unarmed strikes count as magical for the purpose of overcoming resistance and immunity to nonmagical attacks and damage.]",,ki-empowered-strikes,6,Ki Empowered Strikes,,[],,,/api/features/ki-empowered-strikes
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[At 6th level, you gain the ability to heal yourself. As an action, you can regain hit points equal to three times your monk level. You must finish a long rest before you can use this feature again.]",,wholeness-of-body,6,Wholeness of Body,,[],,&{[index name url] map[index:open-hand name:Open Hand url:/api/subclasses/open-hand]},/api/features/wholeness-of-body
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[At 7th level, your instinctive agility lets you dodge out of the way of certain area effects, such as a blue dragon's lightning breath or a fireball spell. When you are subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw, and only half damage if you fail.]",,monk-evasion,7,Evasion,,[],,,/api/features/monk-evasion
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Starting at 7th level, you can use your action to end one effect on yourself that is causing you to be charmed or frightened.]",,stillness-of-mind,7,Stillness of Mind,,[],,,/api/features/stillness-of-mind
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,monk-ability-score-improvement-2,8,Ability Score Improvement,,[],,,/api/features/monk-ability-score-improvement-2
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Starting at 2nd level, your speed increases by 10 feet while you are not wearing armor or wielding a shield. This bonus increases when you reach certain monk levels, as shown in Table: The Monk. At 9th level, you gain the ability to move along vertical surfaces and across liquids on your turn without falling during the move.]",,unarmored-movement-2,9,Unarmored Movement,,[],,,/api/features/unarmored-movement-2
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[At 10th level, your mastery of the ki flowing through you makes you immune to disease and poison.]",,purity-of-body,10,Purity of Body,,[],,,/api/features/purity-of-body
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Beginning at 11th level, you can enter a special meditation that surrounds you with an aura of peace. At the end of a long rest, you gain the effect of a sanctuary spell that lasts until the start of your next long rest (the spell can end early as normal). The saving throw DC for the spell equals 8 + your Wisdom modifier + your proficiency bonus.]",,tranquility,11,Tranquility,,[],,&{[index name url] map[index:open-hand name:Open Hand url:/api/subclasses/open-hand]},/api/features/tranquility
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,monk-ability-score-improvement-3,12,Ability Score Improvement,,[],,,/api/features/monk-ability-score-improvement-3
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Starting at 13th level, you learn to touch the ki of other minds so that you understand all spoken languages. Moreover, any creature that can understand a language can understand what you say.]",,tongue-of-the-sun-and-moon,13,Tongue of the Sun and Moon,,[],,,/api/features/tongue-of-the-sun-and-moon
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[Beginning at 14th level, your mastery of ki grants you proficiency in all saving throws. Additionally, whenever you make a saving throw and fail, you can spend 1 ki point to reroll it and take the second result.]",,diamond-soul,14,Diamond Soul,,[],,,/api/features/diamond-soul
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[At 15th level, your ki sustains you so that you suffer none of the frailty of old age, and you can't be aged magically. You can still die of old age, however. In addition, you no longer need food or water.]",,monk-timeless-body,15,Timeless Body,,[],,,/api/features/monk-timeless-body
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,monk-ability-score-improvement-4,16,Ability Score Improvement,,[],,,/api/features/monk-ability-score-improvement-4
&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},"[At 17th level, you gain the ability to set up lethal vibrations in someone's body. When you hit a creature with an unarmed strike, you can spend 3 ki points to start these imperceptible vibrations, which last for a number of days equal to your monk level. The vibrations are harmless unless you use your action to end them. To do so, you and the target must be on the same plane of existence. When you use this action, the creature must make a Constitution saving throw. If it fails, it is reduced to 0 hit points. If it succeeds, it takes 10d10 necrotic damage. You can have only one creature under the effect of this feature at a time. You can choose to end the vibrations harmlessly without using an action.]",,quivering-palm,17,Quivering Palm,,[],,&{[index name url] map[index:open-hand name:Open Hand url:/api/subclasses/open-hand]},/api/features/quivering-palm
