actions,alignment,armor_class,challenge_rating,charisma,condition_immunities,constitution,damage_immunities,damage_resistances,damage_vulnerabilities,desc,dexterity,forms,hit_dice,hit_points,hit_points_roll,image,index,intelligence,languages,legendary_actions,name,proficiencies,proficiency_bonus,reactions,senses,size,special_abilities,speed,strength,subtype,type,url,wisdom,xp
[0x14000bf0c80],unaligned,[0x14000bf0940],0.500000,1,[0x14000bf09e0 0x14000bf0a20 0x14000bf0a80 0x14000bf0ac0 0x14000bf0b00 0x14000bf0b40 0x14000bf0b80 0x14000bf0bc0],10,[],[bludgeoning piercing slashing],[],,13,,5d8,22,5d8,,swarm-of-wasps,1,,,Swarm of Wasps,[],2,,&{[blindsight passive_perception] map[blindsight:10 ft. passive_perception:8]},Medium,[0x14000bf0c40],&{[walk fly] map[fly:30 ft. walk:5 ft.]},3,,swarm of Tiny beasts,/api/monsters/swarm-of-wasps,7,100
[0x14000bf1260 0x14000bf1680 0x14000bf1760 0x14000bf1820 0x14000bf18e0 0x14000bf19a0 0x14000bf1a60],unaligned,[0x14000bf0d80],30,11,[0x14000bf0fa0 0x14000bf0fe0 0x14000bf1040 0x14000bf1080],30,"[fire poison bludgeoning, piercing, and slashing from nonmagical weapons]",[],[],,11,,33d20,676,33d20+330,,tarrasque,3,,[0x14000bf1aa0 0x14000bf1ae0 0x14000bf1b40],Tarrasque,[0x14000bf0de0 0x14000bf0e60 0x14000bf0f00],9,,&{[blindsight passive_perception] map[blindsight:120 ft. passive_perception:10]},Gargantuan,[0x14000bf1100 0x14000bf1180 0x14000bf11e0 0x14000bf1220],&{[walk] map[walk:40 ft.]},30,titan,monstrosity,/api/monsters/tarrasque,11,155000
[0x14000bf1d40 0x14000bf1dc0 0x14000bf1ea0],any non-good alignment,[0x14000bf1bc0],0.500000,11,[],14,[],[],[],Thugs are ruthless enforcers skilled at intimidation and violence. They work for money and have few scruples.,11,,5d8,32,5d8+10,,thug,10,any one language (usually Common),,Thug,[0x14000bf1c60],2,,&{[passive_perception] map[passive_perception:10]},Medium,[0x14000bf1d00],&{[walk] map[walk:30 ft.]},15,any race,humanoid,/api/monsters/thug,10,100
[0x14000796300 0x140007963c0],unaligned,[0x14000796020],1,8,[],14,[],[],[],,15,,5d10,37,5d10+10,,tiger,3,,,Tiger,[0x14000796080 0x14000796100],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:13]},Large,[0x140007961e0 0x14000796220],&{[walk] map[walk:40 ft.]},17,,beast,/api/monsters/tiger,12,200
[0x14000796620 0x140007966a0 0x14000796780 0x14000796840],chaotic good,[0x140007964e0],9,12,[],21,[],[bludgeoning piercing],[fire],,8,,12d12,138,12d12+60,,treant,12,"Common, Druidic, Elvish, Sylvan",,Treant,[],4,,&{[passive_perception] map[passive_perception:13]},Huge,[0x14000796580 0x140007965c0],&{[walk] map[walk:30 ft.]},23,,plant,/api/monsters/treant,16,5000
[0x14000796a00],any alignment,[0x14000796900],0.125000,8,[],12,[],[],[],"Tribal warriors live beyond civilization, most often subsisting on fishing and hunting. Each tribe acts in accordance with the wishes of its chief, who is the greatest or oldest warrior of the tribe or a tribe member blessed by the gods.",11,,2d8,11,2d8+2,,tribal-warrior,8,any one language,,Tribal Warrior,[],2,,&{[passive_perception] map[passive_perception:10]},Medium,[0x140007969c0],&{[walk] map[walk:30 ft.]},13,any race,humanoid,/api/monsters/tribal-warrior,11,25
[0x14000796ce0 0x14000796da0],unaligned,[0x14000796c20],5,5,[],17,[],[],[],,9,,10d12,95,10d12+30,,triceratops,2,,,Triceratops,[],3,,&{[passive_perception] map[passive_perception:10]},Huge,[0x14000796ca0],&{[walk] map[walk:50 ft.]},22,,beast,/api/monsters/triceratops,11,1800
[0x14000797080 0x14000797160 0x14000797240],chaotic evil,[0x14000796ec0],5,7,[],20,[],[],[],,13,,8d10,84,8d10+40,,troll,7,Giant,,Troll,[0x14000796f20],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:12]},Large,[0x14000796fe0 0x14000797020],&{[walk] map[walk:30 ft.]},18,,giant,/api/monsters/troll,9,1800
[0x14000797440 0x14000797520 0x14000797600],unaligned,[0x14000797340],8,9,[],19,[],[],[],,10,,13d12,136,13d12+52,,tyrannosaurus-rex,2,,,Tyrannosaurus Rex,[0x140007973a0],3,,&{[passive_perception] map[passive_perception:14]},Huge,,&{[walk] map[walk:50 ft.]},25,,beast,/api/monsters/tyrannosaurus-rex,12,3900
[0x14000797ce0 0x14000797dc0 0x14000797ea0 0x14000797f60 0x140008f2060],lawful good,[0x14000797700],5,16,[0x14000797760 0x140007977a0 0x14000797800],15,[poison],[],[],,14,,9d10,67,9d10+18,,unicorn,11,"Celestial, Elvish, Sylvan, telepathy 60 ft.",[0x140008f20e0 0x140008f2120 0x140008f2180],Unicorn,[],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:13]},Large,[0x14000797880 0x140007978c0 0x14000797c60 0x14000797ca0],&{[walk] map[walk:50 ft.]},18,,celestial,/api/monsters/unicorn,17,1800
[0x140008f27e0 0x140008f29e0 0x140008f2ac0 0x140008f2c20 0x140008f2ce0],lawful evil,[0x140008f2200],13,18,[],18,[],"[necrotic bludgeoning, piercing, and slashing from nonmagical weapons]",[],,18,[0x140008f2260 0x140008f22a0],17d8,144,17d8+68,,vampire-vampire,17,the languages it knew in life,[0x140008f2d60 0x140008f2da0 0x140008f2e00],"Vampire, Vampire Form",[0x140008f2300 0x140008f2380 0x140008f2420 0x140008f24a0 0x140008f2520],5,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:17]},Medium,[0x140008f2600 0x140008f2640 0x140008f26e0 0x140008f2720 0x140008f2760 0x140008f27a0],&{[walk] map[walk:30 ft.]},18,shapechanger,undead,/api/monsters/vampire-vampire,15,10000
[0x140008f3480 0x140008f35e0 0x140008f36c0],lawful evil,[0x140008f2e80],13,18,[],18,[],"[necrotic bludgeoning, piercing, and slashing from nonmagical weapons]",[],,18,[0x140008f2f00 0x140008f2f40],17d8,144,17d8+68,,vampire-bat,17,the languages it knew in life,[0x140008f3740 0x140008f3780 0x140008f37e0],"Vampire, Bat Form",[0x140008f2fa0 0x140008f3020 0x140008f30c0 0x140008f3140 0x140008f31c0],5,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:17]},Medium,[0x140008f32a0 0x140008f32e0 0x140008f3380 0x140008f33c0 0x140008f3400 0x140008f3440],&{[walk fly] map[fly:30 ft. walk:5 ft.]},18,shapechanger,undead,/api/monsters/vampire-bat,15,10000
[],lawful evil,[0x140008f3860],13,18,[],18,[],"[necrotic bludgeoning, piercing, and slashing from nonmagical weapons]",[],,18,[0x140008f38c0 0x140008f3900],17d8,144,17d8+68,,vampire-mist,17,the languages it knew in life,[0x140008f3e40 0x140008f3e80 0x140008f3ee0],"Vampire, Mist Form",[0x140008f3960 0x140008f39e0 0x140008f3a80 0x140008f3b00 0x140008f3b80],5,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:17]},Medium,[0x140008f3c60 0x140008f3ca0 0x140008f3d40 0x140008f3d80 0x140008f3dc0 0x140008f3e00],&{[fly] map[fly:20 ft.]},18,shapechanger,undead,/api/monsters/vampire-mist,15,10000
[0x140009b63a0 0x140009b65a0 0x140009b6720],neutral evil,[0x140008f3f60],5,12,[],16,[],"[necrotic bludgeoning, piercing, and slashing from nonmagical weapons]",[],,16,,11d8,82,11d8+33,,vampire-spawn,11,the languages it knew in life,,Vampire Spawn,[0x140009b6040 0x140009b60c0 0x140009b6160 0x140009b61e0],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:13]},Medium,[0x140009b62c0 0x140009b6300 0x140009b6360],&{[walk] map[walk:30 ft.]},16,,undead,/api/monsters/vampire-spawn,10,1800
[0x140009b6a00 0x140009b6ae0 0x140009b6ce0 0x140009b6da0],any alignment,[0x140009b6820],3,10,[],14,[],[],[],Veterans are professional fighters that take up arms for pay or to protect something they believe in or value. Their ranks include soldiers retired from long service and warriors who never served anyone but themselves.,13,,9d8,58,9d8+18,,veteran,10,any one language (usually Common),,Veteran,[0x140009b68c0 0x140009b6940],2,,&{[passive_perception] map[passive_perception:12]},Medium,,&{[walk] map[walk:30 ft.]},16,any race,humanoid,/api/monsters/veteran,11,700
[0x140009b7060 0x140009b70e0],unaligned,[0x140009b6ea0],0.250000,1,[0x140009b6f00 0x140009b6f40 0x140009b6fa0],10,[],[],[],,1,,4d8,18,4d8,,violet-fungus,1,,,Violet Fungus,[],2,,&{[blindsight passive_perception] map[blindsight:30 ft. (blind beyond this radius) passive_perception:6]},Medium,[0x140009b7020],&{[walk] map[walk:5 ft.]},3,,plant,/api/monsters/violet-fungus,3,50
[0x140009b7500 0x140009b75e0 0x140009b76c0 0x140009b7780 0x140009b7880],chaotic evil,[0x140009b7200],6,8,[0x140009b7440],18,[poison],"[cold fire lightning bludgeoning, piercing, and slashing from nonmagical weapons]",[],,15,,11d10,104,11d10+44,,vrock,8,"Abyssal, telepathy 120 ft.",,Vrock,[0x140009b7280 0x140009b7300 0x140009b73a0],3,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:11]},Large,[0x140009b74c0],&{[walk fly] map[fly:60 ft. walk:40 ft.]},17,demon,fiend,/api/monsters/vrock,13,2300
[0x140009b7b80],unaligned,[0x140009b79c0],0,4,[],13,[],[],[],,10,,1d8,5,1d8+1,,vulture,2,,,Vulture,[0x140009b7a40],2,,&{[passive_perception] map[passive_perception:13]},Medium,[0x140009b7ae0 0x140009b7b20],&{[walk fly] map[fly:50 ft. walk:10 ft.]},7,,beast,/api/monsters/vulture,12,10
[0x140009b7d40],unaligned,[0x140009b7c80],0.500000,7,[],13,[],[],[],,12,,3d10,19,3d10+3,/api/images/monsters/warhorse.png,warhorse,2,,,Warhorse,[],2,,&{[passive_perception] map[passive_perception:11]},Large,[0x140009b7d00],&{[walk] map[walk:60 ft.]},18,,beast,/api/monsters/warhorse,12,100
[0x140009d0000],lawful evil,[0x140009b7e40],0.500000,5,[0x140009b7ea0 0x140009b7ee0],15,[poison],[],[bludgeoning],,12,,3d10,22,3d10+6,,warhorse-skeleton,2,,,Warhorse Skeleton,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:9]},Large,,&{[walk] map[walk:60 ft.]},18,,undead,/api/monsters/warhorse-skeleton,8,100
[0x140009d04a0 0x140009d0520 0x140009d0600],neutral,[0x140009d0100],5,8,[0x140009d01a0 0x140009d01e0 0x140009d0240 0x140009d0280 0x140009d02c0 0x140009d0300 0x140009d0340 0x140009d0380],18,[poison],"[acid bludgeoning, piercing, and slashing from nonmagical weapons]",[],,14,,12d10,114,12d10+48,/api/images/monsters/water-elemental.png,water-elemental,5,Aquan,,Water Elemental,[],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Large,[0x140009d0400 0x140009d0440],&{[walk swim] map[swim:90 ft. walk:30 ft.]},18,,elemental,/api/monsters/water-elemental,10,1800
[0x140009d09a0],unaligned,[0x140009d07c0],0,3,[],8,[],[],[],,16,,1d4,1,1d4-1,/api/images/monsters/weasel.png,weasel,2,,,Weasel,[0x140009d0820 0x140009d08a0],2,,&{[passive_perception] map[passive_perception:13]},Tiny,[0x140009d0960],&{[walk] map[walk:30 ft.]},3,,beast,/api/monsters/weasel,12,10
[0x140009d0d00 0x140009d0d80 0x140009d0e60],neutral good,[0x140009d0aa0],5,12,[],17,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,10,[0x140009d0ae0 0x140009d0b20],18d8,135,18d8+54,,werebear-bear,11,,,"Werebear, Bear Form",[0x140009d0bc0],3,,&{[passive_perception] map[passive_perception:17]},Medium,[0x140009d0c60 0x140009d0ca0],&{[walk climb] map[climb:30 ft. walk:40 ft.]},19,human,humanoid,/api/monsters/werebear-bear,12,1800
[0x140009d11a0 0x140009d1220],neutral good,[0x140009d0f60],5,12,[],17,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,10,[0x140009d0fa0 0x140009d0fe0],18d8,135,18d8+54,,werebear-human,11,Common,,"Werebear, Human Form",[0x140009d1060],3,,&{[passive_perception] map[passive_perception:17]},Medium,[0x140009d1100 0x140009d1140],&{[walk] map[walk:30 ft.]},19,human,humanoid,/api/monsters/werebear-human,12,1800
[0x140009d15a0 0x140009d17e0 0x140009d18c0 0x140009d1980],neutral good,[0x140009d1340],5,12,[],17,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,10,[0x140009d1380 0x140009d13c0],18d8,135,18d8+54,,werebear-hybrid,11,Common,,"Werebear, Hybrid Form",[0x140009d1460],3,,&{[passive_perception] map[passive_perception:17]},Medium,[0x140009d1500 0x140009d1540],&{[walk climb] map[climb:30 ft. walk:40 ft.]},19,human,humanoid,/api/monsters/werebear-hybrid,12,1800
[0x140009d1d60],neutral evil,[0x140009d1a80],4,8,[],15,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,10,[0x140009d1ac0 0x140009d1b00],12d8,78,12d8+24,,wereboar-boar,10,,,"Wereboar, Boar Form",[0x140009d1b80],2,,&{[passive_perception] map[passive_perception:12]},Medium,[0x140009d1c20 0x140009d1c60 0x140009d1cc0],&{[walk] map[walk:40 ft.]},17,human,humanoid,/api/monsters/wereboar-boar,11,1100
[0x140009ee180 0x140009ee200],neutral evil,[0x140009d1e60],4,8,[],15,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,10,[0x140009d1ea0 0x140009d1ee0],12d8,78,12d8+24,,wereboar-human,10,Common (can't speak in boar form),,"Wereboar, Human Form",[0x140009d1f60],2,,&{[passive_perception] map[passive_perception:12]},Medium,[0x140009ee080 0x140009ee0c0],&{[walk] map[walk:30 ft.]},17,human,humanoid,/api/monsters/wereboar-human,11,1100
[0x140009ee600 0x140009ee800 0x140009ee8e0],neutral evil,[0x140009ee320],4,8,[],15,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,10,[0x140009ee360 0x140009ee3a0],12d8,78,12d8+24,,wereboar-hybrid,10,Common,,"Wereboar, Hybrid Form",[0x140009ee420],2,,&{[passive_perception] map[passive_perception:12]},Medium,[0x140009ee4c0 0x140009ee500 0x140009ee560],&{[walk] map[walk:30 ft.]},17,human,humanoid,/api/monsters/wereboar-hybrid,11,1100
[0x140009eecc0 0x140009eef00 0x140009eefe0],lawful evil,[0x140009ee9e0],2,8,[],12,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,15,[0x140009eea20 0x140009eea60],6d8,33,6d8+6,,wererat-human,11,Common,,"Wererat, Human Form",[0x140009eeae0 0x140009eeb60],2,,&{[passive_perception] map[passive_perception:12]},Medium,[0x140009eec20 0x140009eec60],&{[walk] map[walk:30 ft.]},10,human,humanoid,/api/monsters/wererat-human,10,450
[0x140009ef3c0 0x140009ef7c0 0x140009ef8a0 0x140009ef960],lawful evil,[0x140009ef0e0],2,8,[],12,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,15,[0x140009ef120 0x140009ef160],6d8,33,6d8+6,,wererat-hybrid,11,Common,,"Wererat, Hybrid Form",[0x140009ef1e0 0x140009ef260],2,,&{[passive_perception] map[passive_perception:12]},Medium,[0x140009ef320 0x140009ef360],&{[walk] map[walk:30 ft.]},10,human,humanoid,/api/monsters/wererat-hybrid,10,450
[0x140009efd60],lawful evil,[0x140009efa60],2,8,[],12,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,15,[0x140009efaa0 0x140009efae0],6d8,33,6d8+6,,wererat-rat,11,,,"Wererat, Rat Form",[0x140009efb60 0x140009efbe0],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:12]},Medium,[0x140009efcc0 0x140009efd00],&{[walk] map[walk:30 ft.]},10,human,humanoid,/api/monsters/wererat-rat,10,450
[0x14000a041e0 0x14000a04340 0x14000a04420],neutral,[0x140009efe60],4,11,[],16,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,15,[0x140009efea0 0x140009efee0],16d8,120,16d8+48,,weretiger-human,10,Common,,"Weretiger, Human Form",[0x140009eff60 0x14000a04060],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:15]},Medium,[0x14000a04140 0x14000a04180],&{[walk] map[walk:30 ft.]},17,human,humanoid,/api/monsters/weretiger-human,13,1100
[0x14000a048e0 0x14000a04a80 0x14000a04b60 0x14000a04c20 0x14000a04ce0],neutral,[0x14000a04520],4,11,[],16,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,15,[0x14000a04560 0x14000a045a0],16d8,120,16d8+48,,weretiger-hybrid,10,Common,,"Weretiger, Hybrid Form",[0x14000a04620 0x14000a046a0],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:15]},Medium,[0x14000a04780 0x14000a047c0 0x14000a04820],&{[walk] map[walk:30 ft.]},17,human,humanoid,/api/monsters/weretiger-hybrid,13,1100
[0x14000a051a0 0x14000a05260],neutral,[0x14000a04de0],4,11,[],16,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,15,[0x14000a04e20 0x14000a04e60],16d8,120,16d8+48,,weretiger-tiger,10,,,"Weretiger, Tiger Form",[0x14000a04ee0 0x14000a04f60],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:15]},Medium,[0x14000a05040 0x14000a05080 0x14000a050e0],&{[walk] map[walk:40 ft.]},17,human,humanoid,/api/monsters/weretiger-tiger,13,1100
[0x14000a055c0 0x14000a05640],chaotic evil,[0x14000a05380],3,10,[],14,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,13,[0x14000a053c0 0x14000a05400],9d8,58,9d8+18,,werewolf-human,10,Common,,"Werewolf, Human Form",[0x14000a05480],2,,&{[passive_perception] map[passive_perception:14]},Medium,[0x14000a05520 0x14000a05560],&{[walk] map[walk:30 ft.]},15,human,humanoid,/api/monsters/werewolf-human,11,700
[0x14000a05ac0 0x14000a05ba0 0x14000a05c80],chaotic evil,[0x14000a05880],3,10,[],14,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,13,[0x14000a058c0 0x14000a05900],9d8,58,9d8+18,,werewolf-hybrid,10,Common,,"Werewolf, Hybrid Form",[0x14000a05980],2,,&{[passive_perception] map[passive_perception:14]},Medium,[0x14000a05a20 0x14000a05a60],&{[walk] map[walk:30 ft.]},15,human,humanoid,/api/monsters/werewolf-hybrid,11,700
[0x14000a1e040],chaotic evil,[0x14000a05d80],3,10,[],14,"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],[],,13,[0x14000a05dc0 0x14000a05e00],9d8,58,9d8+18,,werewolf-wolf,10,,,"Werewolf, Wolf Form",[0x14000a05e80],2,,&{[passive_perception] map[passive_perception:14]},Medium,[0x14000a05f20 0x14000a05f60],&{[walk] map[walk:40 ft.]},15,human,humanoid,/api/monsters/werewolf-wolf,11,700
[0x14000a1e520 0x14000a1e680],chaotic evil,[0x14000a1e140],2,11,[],14,[cold],[],[],,10,,5d8,32,5d8+10,,white-dragon-wyrmling,5,Draconic,,White Dragon Wyrmling,[0x14000a1e1c0 0x14000a1e240 0x14000a1e2e0 0x14000a1e360 0x14000a1e3e0 0x14000a1e460],2,,&{[blindsight darkvision passive_perception] map[blindsight:10 ft. darkvision:60 ft. passive_perception:14]},Medium,,&{[walk burrow fly swim] map[burrow:15 ft. fly:60 ft. swim:30 ft. walk:30 ft.]},14,,dragon,/api/monsters/white-dragon-wyrmling,10,450
[0x14000a1eb60 0x14000a1eda0 0x14000a1ee80 0x14000a1f060],neutral evil,[0x14000a1e860],3,15,[0x14000a1ea40 0x14000a1ea80],16,[poison],"[necrotic bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],,14,,6d8,45,6d8+18,/api/images/monsters/wight.png,wight,10,the languages it knew in life,,Wight,[0x14000a1e900 0x14000a1e980],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:13]},Medium,[0x14000a1eb20],&{[walk] map[walk:30 ft.]},15,,undead,/api/monsters/wight,13,700
[0x14000a1f5e0 0x14000a1f6a0],chaotic evil,[0x14000a1f160],2,11,[0x14000a1f220 0x14000a1f260 0x14000a1f2c0 0x14000a1f300 0x14000a1f340 0x14000a1f380 0x14000a1f3c0],10,[lightning poison],"[acid cold fire necrotic thunder bludgeoning, piercing, and slashing from nonmagical weapons]",[],,28,,9d4,22,9d4,/api/images/monsters/will-o-wisp.png,will-o-wisp,13,the languages it knew in life,,Will-o'-Wisp,[],2,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:12]},Tiny,[0x14000a1f440 0x14000a1f500 0x14000a1f560 0x14000a1f5a0],&{[walk fly hover] map[fly:50 ft. hover:true walk:0 ft.]},1,,undead,/api/monsters/will-o-wisp,14,450
[0x14000a1f9c0 0x14000a1fa80],neutral evil,[0x14000a1f740],3,8,[],14,[cold],[],[],"The arctic-dwelling winter wolf is as large as a dire wolf but has snow-white fur and pale blue eyes. Frost giants use these evil creatures as guards and hunting companions, putting the wolves’ deadly breath weapon to use against their foes. Winter wolves communicate with one another using growls and barks, but they speak Common and Giant well enough to follow simple conversations.",13,,10d10,75,10d10+20,/api/images/monsters/winter-wolf.png,winter-wolf,7,"Common, Giant, Winter Wolf",,Winter Wolf,[0x14000a1f7a0 0x14000a1f820],2,,&{[passive_perception] map[passive_perception:15]},Large,[0x14000a1f8e0 0x14000a1f920 0x14000a1f980],&{[walk] map[walk:50 ft.]},18,,monstrosity,/api/monsters/winter-wolf,12,700
[0x14000a1fea0],unaligned,[0x14000a1fc60],0.250000,6,[],12,[],[],[],,15,,2d8,11,2d8+2,/api/images/monsters/wolf.png,wolf,3,,,Wolf,[0x14000a1fcc0 0x14000a1fd40],2,,&{[passive_perception] map[passive_perception:13]},Medium,[0x14000a1fe00 0x14000a1fe40],&{[walk] map[walk:40 ft.]},12,,beast,/api/monsters/wolf,12,50
[0x14000a3a180],neutral evil,[0x14000a3a020],0.500000,8,[],13,[],[],[],"A worg is an evil predator that delights in hunting and devouring creatures weaker than itself. Cunning and malevolent, worgs roam across the remote wilderness or are raised by goblins and hobgoblins. Those creatures use worgs as mounts, but a worg will turn on its rider if it feels mistreated or malnourished. Worgs speak in their own language and Goblin, and a few learn to speak Common as well.",13,,4d10,26,4d10+4,/api/images/monsters/worg.png,worg,7,"Goblin, Worg",,Worg,[0x14000a3a080],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:14]},Large,[0x14000a3a140],&{[walk] map[walk:50 ft.]},16,,monstrosity,/api/monsters/worg,11,100
[0x14000a3a640 0x14000a3a700],neutral evil,[0x14000a3a280],5,15,[0x14000a3a340 0x14000a3a380 0x14000a3a3e0 0x14000a3a420 0x14000a3a460 0x14000a3a4a0 0x14000a3a4e0 0x14000a3a520],16,[necrotic poison],"[acid cold fire lightning thunder bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],,16,,9d8,67,9d8+27,/api/images/monsters/wraith.png,wraith,12,the languages it knew in life,,Wraith,[],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:12]},Medium,[0x14000a3a5a0 0x14000a3a5e0],&{[walk fly hover] map[fly:60 ft. hover:true walk:0 ft.]},6,,undead,/api/monsters/wraith,14,1800
[0x14000a3a8e0 0x14000a3ac60 0x14000a3ad40 0x14000a3ae00],unaligned,[0x14000a3a7a0],6,6,[],16,[],[],[],,10,,13d10,110,13d10+39,,wyvern,5,,,Wyvern,[0x14000a3a820],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:14]},Large,,&{[walk fly] map[fly:80 ft. walk:20 ft.]},19,,dragon,/api/monsters/wyvern,12,2300
[0x14000a3b1c0 0x14000a3b2a0 0x14000a3b380],neutral,[0x14000a3af00],5,11,[],22,[],[piercing and slashing from nonmagical weapons that aren't adamantine],[],,10,,7d8,73,7d8+42,/api/images/monsters/xorn.png,xorn,11,Terran,,Xorn,[0x14000a3af80 0x14000a3b000],3,,&{[darkvision tremorsense passive_perception] map[darkvision:60 ft. passive_perception:16 tremorsense:60 ft.]},Medium,[0x14000a3b0e0 0x14000a3b120 0x14000a3b180],&{[walk burrow] map[burrow:20 ft. walk:20 ft.]},17,,elemental,/api/monsters/xorn,10,1800
[0x14000a3b8a0 0x14000a3b980 0x14000a3bb00 0x14000a3bbc0],chaotic evil,[0x14000a3b480],7,15,[],17,[acid],[],[],,14,,15d10,127,15d10+45,/api/images/monsters/young-black-dragon.png,young-black-dragon,12,"Common, Draconic",,Young Black Dragon,[0x14000a3b500 0x14000a3b580 0x14000a3b620 0x14000a3b6a0 0x14000a3b720 0x14000a3b7a0],3,,&{[blindsight darkvision passive_perception] map[blindsight:30 ft. darkvision:120 ft. passive_perception:16]},Large,[0x14000a3b860],&{[walk fly swim] map[fly:80 ft. swim:40 ft. walk:40 ft.]},19,,dragon,/api/monsters/young-black-dragon,11,2900
[0x14000a621e0 0x14000a622c0 0x14000a62440 0x14000a62500],lawful evil,[0x14000a3bd80],9,17,[],19,[lightning],[],[],,10,,16d10,152,16d10+64,/api/images/monsters/young-blue-dragon.png,young-blue-dragon,14,"Common, Draconic",,Young Blue Dragon,[0x14000a3be00 0x14000a3be80 0x14000a3bf20 0x14000a62020 0x14000a620a0 0x14000a62120],4,,&{[blindsight darkvision passive_perception] map[blindsight:30 ft. darkvision:120 ft. passive_perception:19]},Large,,&{[walk burrow fly] map[burrow:20 ft. fly:80 ft. walk:40 ft.]},21,,dragon,/api/monsters/young-blue-dragon,13,5000
[0x14000a62b20 0x14000a62c00 0x14000a62ce0 0x14000a62da0],chaotic good,[0x14000a626c0],6,15,[],17,[fire],[],[],,10,,13d10,110,13d10+39,/api/images/monsters/young-brass-dragon.png,young-brass-dragon,12,"Common, Draconic",,Young Brass Dragon,[0x14000a62740 0x14000a627c0 0x14000a62860 0x14000a628e0 0x14000a62960 0x14000a629e0 0x14000a62a60],3,,&{[blindsight darkvision passive_perception] map[blindsight:30 ft. darkvision:120 ft. passive_perception:16]},Large,,&{[walk burrow fly] map[burrow:20 ft. fly:80 ft. walk:40 ft.]},19,,dragon,/api/monsters/young-brass-dragon,11,2300
[0x14000a635a0 0x14000a63680 0x14000a63760 0x14000a63820],lawful good,[0x14000a63100],8,17,[],19,[lightning],[],[],,10,,15d10,142,15d10+60,/api/images/monsters/young-bronze-dragon.png,young-bronze-dragon,14,"Common, Draconic",,Young Bronze Dragon,[0x14000a63180 0x14000a63200 0x14000a632a0 0x14000a63320 0x14000a633a0 0x14000a63420 0x14000a634a0],3,,&{[blindsight darkvision passive_perception] map[blindsight:30 ft. darkvision:120 ft. passive_perception:17]},Large,[0x14000a63560],&{[walk fly swim] map[fly:80 ft. swim:40 ft. walk:40 ft.]},21,,dragon,/api/monsters/young-bronze-dragon,13,3900
[0x14000a82060 0x14000a82140 0x14000a82220 0x14000a822e0],chaotic good,[0x14000a63b80],7,15,[],17,[acid],[],[],,12,,14d10,119,14d10+42,/api/images/monsters/young-copper-dragon.png,young-copper-dragon,16,"Common, Draconic",,Young Copper Dragon,[0x14000a63c00 0x14000a63c80 0x14000a63d20 0x14000a63da0 0x14000a63e20 0x14000a63ea0 0x14000a63f20],3,,&{[blindsight darkvision passive_perception] map[blindsight:30 ft. darkvision:120 ft. passive_perception:17]},Large,,&{[walk climb fly] map[climb:40 ft. fly:80 ft. walk:40 ft.]},19,,dragon,/api/monsters/young-copper-dragon,13,2900
